"1.85","011930","2019-12-18","2019-12-18"
"0.13","112610","2019-12-18","2019-12-18"
"2.94","083930","2019-12-18","2019-12-18"
"0.32","084370","2019-12-18","2019-12-18"
"3.01","219750","2019-12-18","2019-12-18"
"0.41","095610","2019-12-18","2019-12-18"
"-1.2","009540","2019-12-18","2019-12-18"
"1.89","267250","2019-12-18","2019-12-18"
"-1.71","040350","2019-12-19","2019-12-19"
"-0.76","128660","2019-12-19","2019-12-19"
"1.61","009540","2019-12-19","2019-12-19"
"1.61","009540","2019-12-19","2019-12-19"
"-0.63","064350","2019-12-19","2019-12-19"
"1","267250","2019-12-19","2019-12-19"
"1","267250","2019-12-19","2019-12-19"
"2.65","005880","2019-12-20","2019-12-20"
"-0.4","009540","2019-12-20","2019-12-20"
"-1.94","010620","2019-12-20","2019-12-20"
"0.57","267250","2019-12-20","2019-12-20"
"-0.65","189860","2019-12-23","2019-12-23"
"2.47","068270","2019-12-23","2019-12-23"
"0.13","112610","2019-12-23","2019-12-23"
"0.13","112610","2019-12-23","2019-12-23"
"-1.98","007460","2019-12-23","2019-12-23"
"-5.59","026150","2019-12-23","2019-12-23"
"-0.73","052690","2019-12-23","2019-12-23"
"-0.73","052690","2019-12-23","2019-12-23"
"-2.2","064350","2019-12-23","2019-12-23"
"-0.78","006360","2019-12-24","2019-12-24"
"-1.24","079550","2019-12-24","2019-12-24"
"1.86","082920","2019-12-24","2019-12-24"
"-0.65","042370","2019-12-24","2019-12-24"
"-1.3","207940","2019-12-24","2019-12-24"
"2.92","222080","2019-12-24","2019-12-24"
"-4.15","214430","2019-12-24","2019-12-24"
"-4.15","214430","2019-12-24","2019-12-24"
"-4.15","214430","2019-12-24","2019-12-24"
"4.69","196300","2019-12-24","2019-12-24"
"2.84","013580","2019-12-26","2019-12-26"
"-0.13","004440","2019-12-26","2019-12-26"
"8.65","040910","2019-12-26","2019-12-26"
"2.54","016250","2019-12-26","2019-12-26"
"5.74","131760","2019-12-26","2019-12-26"
"-0.8","009540","2019-12-26","2019-12-26"
"1.01","009460","2019-12-26","2019-12-26"
"0.97","064350","2019-12-26","2019-12-26"
"0.55","010620","2019-12-26","2019-12-26"
"0.56","267250","2019-12-26","2019-12-26"
"0.28","005870","2019-12-26","2019-12-26"
"0.28","005870","2019-12-26","2019-12-26"
"3.62","001260","2019-12-27","2019-12-27"
"0.13","004440","2019-12-27","2019-12-27"
"-1.86","005960","2019-12-27","2019-12-27"
"0.41","001340","2019-12-27","2019-12-27"
"0.41","001340","2019-12-27","2019-12-27"
"0.66","064480","2019-12-27","2019-12-27"
"-2.91","311060","2019-12-27","2019-12-27"
"-0.96","241790","2019-12-27","2019-12-27"
"0.8","017370","2019-12-27","2019-12-27"
"2.55","105550","2019-12-27","2019-12-27"
"1.48","131760","2019-12-27","2019-12-27"
"1.54","097230","2019-12-27","2019-12-27"
"0.32","064350","2019-12-27","2019-12-27"
"3.26","011150","2019-12-30","2019-12-30"
"1.44","079550","2019-12-30","2019-12-30"
"-2.92","094860","2019-12-30","2019-12-30"
"0","009540","2019-12-30","2019-12-30"
"0","009540","2019-12-30","2019-12-30"
"1.69","014790","2019-12-30","2019-12-30"
"1.44","060980","2019-12-30","2019-12-30"
"0.43","012450","2019-12-30","2019-12-30"
"0.66","010620","2019-12-30","2019-12-30"
"-1.46","267250","2019-12-30","2019-12-30"
"-1.46","267250","2019-12-30","2019-12-30"
"3.71","071280","2020-01-02","2020-01-02"
"-0.42","049950","2020-01-02","2020-01-02"
"0","131290","2020-01-02","2020-01-02"
"0.48","272210","2020-01-02","2020-01-02"
"0.37","238490","2020-01-02","2020-01-02"
"-2.02","263800","2020-01-03","2020-01-03"
"-0.18","080000","2020-01-03","2020-01-03"
"3.19","009540","2020-01-03","2020-01-03"
"3.19","009540","2020-01-03","2020-01-03"
"0.3","267250","2020-01-03","2020-01-03"
"0.3","267250","2020-01-03","2020-01-03"
"-2.3","011930","2020-01-06","2020-01-06"
"2.62","090470","2020-01-06","2020-01-06"
"-1.61","010950","2020-01-07","2020-01-07"
"-7.82","086820","2020-01-07","2020-01-07"
"0.1","023800","2020-01-07","2020-01-07"
"0.13","042700","2020-01-07","2020-01-07"
"1.39","232140","2020-01-09","2020-01-09"
"7.54","095190","2020-01-10","2020-01-10"
"2.93","005690","2020-01-10","2020-01-10"
"0.61","203690","2020-01-10","2020-01-10"
"3.47","042700","2020-01-10","2020-01-10"
"3.47","042700","2020-01-10","2020-01-10"
"3.47","042700","2020-01-10","2020-01-10"
"0.78","322000","2020-01-10","2020-01-10"
"2.44","095270","2020-01-13","2020-01-13"
"8.31","007120","2020-01-14","2020-01-14"
"-1.57","214430","2020-01-14","2020-01-14"
"0","028260","2020-01-15","2020-01-15"
"0.61","083310","2020-01-15","2020-01-15"
"2.93","094940","2020-01-15","2020-01-15"
"2.71","000720","2020-01-15","2020-01-15"
"0.23","010820","2020-01-16","2020-01-16"
"0.57","053590","2020-01-16","2020-01-16"
"3.44","080000","2020-01-17","2020-01-17"
"0","017960","2020-01-20","2020-01-20"
"-0.12","263690","2020-01-21","2020-01-21"
"0.13","112610","2020-01-21","2020-01-21"
"2.44","003670","2020-01-21","2020-01-21"
"-1.95","009540","2020-01-21","2020-01-21"
"-2.69","010620","2020-01-21","2020-01-21"
"-0.79","267250","2020-01-21","2020-01-21"
"4.25","006050","2020-01-22","2020-01-22"
"-0.48","267250","2020-01-22","2020-01-22"
"-0.48","267250","2020-01-22","2020-01-22"
"0.45","017040","2020-01-23","2020-01-23"
"-1.54","112610","2020-01-23","2020-01-23"
"4.68","064290","2020-01-23","2020-01-23"
"-4.55","001260","2020-01-28","2020-01-28"
"-1.07","253590","2020-01-28","2020-01-28"
"-4.76","008970","2020-01-28","2020-01-28"
"-2.73","028050","2020-01-28","2020-01-28"
"1.05","010950","2020-01-29","2020-01-29"
"-0.24","004200","2020-01-29","2020-01-29"
"-2.46","002990","2020-01-30","2020-01-30"
"-0.4","221840","2020-01-30","2020-01-30"
"-2.75","082740","2020-01-31","2020-01-31"
"-0.14","112610","2020-01-31","2020-01-31"
"-7.61","007460","2020-01-31","2020-01-31"
"-0.9","192250","2020-01-31","2020-01-31"
"-4.61","042700","2020-01-31","2020-01-31"
"-2.66","014130","2020-01-31","2020-01-31"
"-0.5","012630","2020-02-03","2020-02-03"
"-1.91","294870","2020-02-03","2020-02-03"
"-0.97","002100","2020-02-03","2020-02-03"
"23.11","074610","2020-02-03","2020-02-03"
"0.15","007590","2020-02-03","2020-02-03"
"-4.15","001470","2020-02-03","2020-02-03"
"20.98","247540","2020-02-03","2020-02-03"
"0.4","022100","2020-02-03","2020-02-03"
"1.84","047040","2020-02-04","2020-02-04"
"2.33","074610","2020-02-05","2020-02-05"
"0","018700","2020-02-05","2020-02-05"
"0.44","042700","2020-02-05","2020-02-05"
"2.97","044450","2020-02-06","2020-02-06"
"-1.6","030790","2020-02-06","2020-02-06"
"-1.17","042660","2020-02-07","2020-02-07"
"0.31","187870","2020-02-07","2020-02-07"
"0","182400","2020-02-07","2020-02-07"
"-0.47","001260","2020-02-10","2020-02-10"
"0.87","007610","2020-02-10","2020-02-10"
"0.6","298040","2020-02-10","2020-02-10"
"0.27","084370","2020-02-11","2020-02-11"
"2.25","222110","2020-02-12","2020-02-12"
"2.79","100840","2020-02-13","2020-02-13"
"1","036530","2020-02-13","2020-02-13"
"0.52","112610","2020-02-14","2020-02-14"
"-0.41","298040","2020-02-14","2020-02-14"
"-1.22","001250","2020-02-18","2020-02-18"
"0","286940","2020-02-18","2020-02-18"
"-3.82","006050","2020-02-19","2020-02-19"
"1.3","215090","2020-02-19","2020-02-19"
"-11.94","066830","2020-02-19","2020-02-19"
"-0.65","002780","2020-02-19","2020-02-19"
"1.42","005690","2020-02-19","2020-02-19"
"-1.89","298040","2020-02-19","2020-02-19"
"1.88","004410","2020-02-20","2020-02-20"
"7.27","222080","2020-02-20","2020-02-20"
"2.37","322510","2020-02-20","2020-02-20"
"3.91","044450","2020-02-21","2020-02-21"
"-1.2","001880","2020-02-21","2020-02-21"
"-4.45","054620","2020-02-24","2020-02-24"
"-6.06","003160","2020-02-24","2020-02-24"
"-3.51","011930","2020-02-24","2020-02-24"
"-1.84","095610","2020-02-24","2020-02-24"
"6.79","082740","2020-02-25","2020-02-25"
"0.18","079550","2020-02-25","2020-02-25"
"2","065450","2020-02-25","2020-02-25"
"1.64","112610","2020-02-25","2020-02-25"
"-1","307180","2020-02-25","2020-02-25"
"-1.3","037370","2020-02-26","2020-02-26"
"-1.3","037370","2020-02-26","2020-02-26"
"1.33","186230","2020-02-26","2020-02-26"
"-0.93","045390","2020-02-26","2020-02-26"
"0","002150","2020-02-26","2020-02-26"
"-3.42","060570","2020-02-26","2020-02-26"
"-2.39","127120","2020-02-26","2020-02-26"
"-10.07","058220","2020-02-26","2020-02-26"
"-5.26","068790","2020-02-27","2020-02-27"
"3.73","033780","2020-02-27","2020-02-27"
"-3.28","141000","2020-02-27","2020-02-27"
"-1.45","068270","2020-02-27","2020-02-27"
"-9.6","058220","2020-02-27","2020-02-27"
"-5.19","036930","2020-02-27","2020-02-27"
"-3.75","002780","2020-02-27","2020-02-27"
"-2.36","052690","2020-02-27","2020-02-27"
"-7.53","003160","2020-02-28","2020-02-28"
"-4.51","067730","2020-02-28","2020-02-28"
"-4.93","065450","2020-02-28","2020-02-28"
"-3.24","040910","2020-02-28","2020-02-28"
"-2.72","014790","2020-02-28","2020-02-28"
"-2.88","060980","2020-02-28","2020-02-28"
"-0.62","047040","2020-03-02","2020-03-02"
"3","092780","2020-03-02","2020-03-02"
"-14.52","294140","2020-03-02","2020-03-02"
"1.2","010140","2020-03-02","2020-03-02"
"0.7","004980","2020-03-02","2020-03-02"
"7.52","064290","2020-03-02","2020-03-02"
"13.33","065130","2020-03-02","2020-03-02"
"5.31","042700","2020-03-02","2020-03-02"
"-0.5","047040","2020-03-03","2020-03-03"
"5.2","219420","2020-03-04","2020-03-04"
"2.16","112610","2020-03-04","2020-03-04"
"2.14","095910","2020-03-04","2020-03-04"
"2.41","272110","2020-03-04","2020-03-04"
"2.95","014790","2020-03-04","2020-03-04"
"-0.43","060980","2020-03-04","2020-03-04"
"0.87","005870","2020-03-04","2020-03-04"
"2.39","082740","2020-03-05","2020-03-05"
"1.43","005960","2020-03-05","2020-03-05"
"1.44","302550","2020-03-06","2020-03-06"
"-1.97","032820","2020-03-06","2020-03-06"
"5.08","005690","2020-03-06","2020-03-06"
"-4.2","009410","2020-03-09","2020-03-09"
"4.02","068270","2020-03-10","2020-03-10"
"6.27","084370","2020-03-10","2020-03-10"
"1.27","003570","2020-03-11","2020-03-11"
"-2.49","036530","2020-03-11","2020-03-11"
"-5.4","238490","2020-03-11","2020-03-11"
"-12.44","160600","2020-03-12","2020-03-12"
"-6.67","024810","2020-03-12","2020-03-12"
"-6.15","079550","2020-03-13","2020-03-13"
"-6.49","034300","2020-03-13","2020-03-13"
"-29.76","057880","2020-03-13","2020-03-13"
"-29.76","057880","2020-03-13","2020-03-13"
"-9.02","003010","2020-03-13","2020-03-13"
"0","079550","2020-03-16","2020-03-16"
"3.45","013700","2020-03-16","2020-03-16"
"-9.48","222800","2020-03-16","2020-03-16"
"-0.48","036710","2020-03-16","2020-03-16"
"-4.55","246710","2020-03-16","2020-03-16"
"2.96","057880","2020-03-16","2020-03-16"
"2.96","057880","2020-03-16","2020-03-16"
"2.96","057880","2020-03-16","2020-03-16"
"-5.32","009540","2020-03-16","2020-03-16"
"-5.03","042700","2020-03-16","2020-03-16"
"-5.03","042700","2020-03-16","2020-03-16"
"0.7","267250","2020-03-16","2020-03-16"
"-4.37","112610","2020-03-17","2020-03-17"
"2.37","002780","2020-03-17","2020-03-17"
"-4.64","020710","2020-03-18","2020-03-18"
"-8.75","112610","2020-03-18","2020-03-18"
"-8.75","112610","2020-03-18","2020-03-18"
"-6.79","009410","2020-03-18","2020-03-18"
"-7.1","005960","2020-03-19","2020-03-19"
"7.32","064550","2020-03-19","2020-03-19"
"-11.85","014790","2020-03-19","2020-03-19"
"-3.36","060980","2020-03-19","2020-03-19"
"6.75","001250","2020-03-20","2020-03-20"
"6.5","068330","2020-03-20","2020-03-20"
"9.6","064350","2020-03-20","2020-03-20"
"2.64","297090","2020-03-23","2020-03-23"
"-6.24","322510","2020-03-23","2020-03-23"
"2.77","035890","2020-03-24","2020-03-24"
"3.61","017370","2020-03-24","2020-03-24"
"10.42","217190","2020-03-24","2020-03-24"
"11.39","256940","2020-03-24","2020-03-24"
"8.54","053580","2020-03-25","2020-03-25"
"8.14","103140","2020-03-25","2020-03-25"
"5.39","005810","2020-03-25","2020-03-25"
